city,job_title,company,salary,location,experience,education,industry,salary_numeric,edu_code,exp_code
成都,AI 专员,广州莱佛士设计培训学院,9千-1万,成都,1-3年,本科,教育/培训/院校,9.5,2.0,2.0
成都,机器视觉算法工程师,成都迈斯机电数字设备有限责任公司,1-2万·13薪,成都,1-3年,本科,机械/设备/重工,16.25,2.0,2.0
成都,信息化应用工程师（AI与数据方向）,中建环能科技股份有限公司,8千-1.5万,成都,1-3年,本科,环保,11.5,2.0,2.0
成都,视觉图像算法工程师,鲲鹏智能装备有限公司,1.5-2.5万,成都,3-5年,本科,船舶/航空/航天,20.0,2.0,3.0
成都,设备工程师（视觉）,蜂巢能源科技股份有限公司,1-1.5万·15薪,成都,1-3年,大专,新能源,15.625,1.0,2.0
成都,SYYF2608-图像识别算法工程师(J11719),长园深瑞继保自动化有限公司,1.5-2.5万·13薪,成都,1-3年,硕士,电气/电力/水利,21.666666666666668,3.0,2.0
成都,AI大模型助理研究员,北京大学成都前沿交叉生物技术研究院,1.1-2万,成都,无经验,硕士,制药/生物工程,15.5,3.0,1.0
成都,高级算法工程师,四川丹诺迪科技有限公司,1.5-2.5万·14薪,成都,1-3年,本科,医疗设备/器械,23.333333333333332,2.0,2.0
成都,人工智能培训课程老师,成都网讯创智科技有限公司,1.2-1.8万,成都,1-3年,本科,人工智能,15.0,2.0,2.0
成都,ai研发工程师,成都臻琰科技有限公司,6-9千,成都,1-3年,本科,计算机软件,7.5,2.0,2.0
成都,算法工程师,成都熊谷加世电器有限公司,13-20万/年,成都,1-3年,硕士,机械/设备/重工,13.75,3.0,2.0
成都,算法工程师,四川万益能源科技有限公司,9千-1.5万,成都,无经验,硕士,电气/电力/水利,12.0,3.0,1.0
成都,ai研发工程师,成都臻琰科技有限公司,6-9千,成都,1-3年,本科,计算机软件,7.5,2.0,2.0
成都,算法工程师,电信科学技术第五研究所有限公司,1.5-2万,成都,1-3年,硕士,通信/网络设备,17.5,3.0,2.0
成都,算法工程师,浙江永贵电器股份有限公司,1.5-3万·13薪,成都,3-5年,本科,汽车零部件,24.375,2.0,3.0
成都,算法工程师（通信AI方向）,成都万创科技股份有限公司,2-3.5万,成都,1-3年,硕士,通信/网络设备,27.5,3.0,2.0
成都,ai视觉算法工程师,四川星问数智科技有限公司,1-1.7万,成都,3-5年,本科,机械/设备/重工丨人工智能丨计算机软件,13.5,2.0,3.0
成都,人工智能工程师,民航成都物流技术有限公司,8千-1.2万·15薪,成都,1-3年,硕士,船舶/航空/航天,12.5,3.0,2.0
成都,算法工程师,四川宏华电气有限责任公司,1-1.5万,成都,1-3年,本科,机械/设备/重工,12.5,2.0,2.0
成都,算法工程师,四川天微电子股份有限公司,1.2-2.4万,成都,3-5年,本科,电子/半导体/集成电路丨仪器仪表/工业自动化,18.0,2.0,3.0
成都,AI算法工程师,广东先导稀材股份有限公司,1.5-2.5万·13薪,成都,1-3年,本科,医疗设备/器械,21.666666666666668,2.0,2.0
成都,AI算法工程师,成都海科机械设备制造有限公司,1.5-2.5万,成都,1-3年,本科,机械/设备/重工,20.0,2.0,2.0
成都,算法工程师,成都腾帆计算机科技有限公司,1.5-2.5万,成都,1-3年,硕士,人工智能丨计算机软件丨电子/半导体/集成电路,20.0,3.0,2.0
成都,ai算法工程师,四川金石信安科技有限公司,7-9千,成都,3-5年,本科,计算机软件,8.0,2.0,3.0
成都,ai工程师,成都臻琰科技有限公司,6-8千,成都,无经验,本科,计算机软件,7.0,2.0,1.0
成都,图像算法工程师（三维点云）,成都立德赛科技有限公司,1.5-3万,成都,1-3年,硕士,医疗设备/器械,22.5,3.0,2.0
成都,视觉算法优化研发工程师,成都三是科技有限公司,1-2万,成都,1-3年,硕士,人工智能丨仪器仪表/工业自动化,15.0,3.0,2.0
成都,AI工程师(J10078),康诺亚生物医药科技有限公司,2-2.5万·13薪,成都,3-5年,本科,制药/生物工程,24.375,2.0,3.0
成都,运控算法工程师,中国兵器装备集团自动化研究所有限公司,1.9-3.5万·15薪,成都,1-3年,硕士,人工智能,33.75,3.0,2.0
成都,AI算法工程师,茂炜能源股份有限公司,8千-1.5万,成都,1-3年,大专,新能源,11.5,1.0,2.0
成都,AI算法工程师,成都图迅科技有限公司,1.5-2.5万·13薪,成都,1-3年,本科,通信/网络设备,21.666666666666668,2.0,2.0
成都,AI算法工程师,茂炜能源股份有限公司,8千-1.5万,成都,1-3年,大专,新能源,11.5,1.0,2.0
成都,AI 算法工程师,成都和力九垠科技有限公司,1-2万,成都,1-3年,本科,计算机软件,15.0,2.0,2.0
成都,AI算法工程师,安格利（成都）仪器设备有限公司,1.6-2.4万,成都,1-3年,本科,仪器仪表/工业自动化,20.0,2.0,2.0
成都,AI算法工程师,西南电子技术研究所（中国电子科技集团公司第十研究所）,25-40万/年,成都,1-3年,硕士,电子/半导体/集成电路,27.083333333333332,3.0,2.0
成都,AI算法与数据工程师,乐山中电建生态环保科技有限公司,8千-1.5万,成都,1-3年,本科,环保丨学术/科研,11.5,2.0,2.0
成都,AI算法工程师,广东先导稀材股份有限公司,1.5-2.5万·13薪,成都,1-3年,本科,医疗设备/器械,21.666666666666668,2.0,2.0
成都,自动化设备软件开发(J10524),成都新易盛通信技术股份有限公司,2-4万·14薪,成都,1-3年,硕士,通信/网络设备,35.0,3.0,2.0
成都,ai算法工程师,四川金石信安科技有限公司,7-9千,成都,3-5年,本科,计算机软件,8.0,2.0,3.0
成都,AI算法工程师,成都海科机械设备制造有限公司,1.5-2.5万,成都,1-3年,本科,机械/设备/重工,20.0,2.0,2.0
成都,高级AI算法工程师,成都开方数据科技有限公司,2-3万,成都,3-5年,本科,外包服务丨计算机软件丨网络/信息安全,25.0,2.0,3.0
成都,AI算法初级 理工科优选,成都盈进发网络科技有限公司,7千-1万,成都,1-3年,本科,计算机软件,8.5,2.0,2.0
成都,AI算法工程师,上海光脉医疗科技有限公司,1.5-2.5万·13薪,成都,1-3年,硕士,医疗设备/器械,21.666666666666668,3.0,2.0
成都,人工智能NLP算法工程师,成都熊谷加世电器有限公司,10-20万/年,成都,1-3年,本科,机械/设备/重工,12.5,2.0,2.0
成都,ai算法实习生,成都臻琰科技有限公司,4-6千,成都,无经验,本科,计算机软件,5.0,2.0,1.0
成都,ai研发工程师,成都臻琰科技有限公司,6-9千,成都,1-3年,本科,计算机软件,7.5,2.0,2.0
成都,ai工程师,墨脱兴乾机械设备租赁有限公司,8千-1.6万,成都,1-3年,本科,机械/设备/重工,12.0,2.0,2.0
成都,人工智能开发人员,四川九牛之机械设备有限公司,18-22万/年,成都,1-3年,本科,人工智能丨计算机软件丨机械/设备/重工,16.666666666666668,2.0,2.0
成都,算法工程师（通信AI方向）,成都万创科技股份有限公司,2-3.5万,成都,1-3年,硕士,通信/网络设备,27.5,3.0,2.0
成都,ai视觉算法工程师,四川星问数智科技有限公司,1-1.7万,成都,3-5年,本科,机械/设备/重工丨人工智能丨计算机软件,13.5,2.0,3.0
成都,人工智能大模型工程师/算法工程师,民航第二研究所有限公司,1-1.5万,成都,1-3年,硕士,检测/认证,12.5,3.0,2.0
成都,ai研发工程师,成都臻琰科技有限公司,6-9千,成都,1-3年,本科,计算机软件,7.5,2.0,2.0
成都,人工智能算法工程师,四川凌空天行科技有限公司,2-4万,成都,3-5年,硕士,船舶/航空/航天,30.0,3.0,3.0
成都,ai工程师,墨脱兴乾机械设备租赁有限公司,8千-1.6万,成都,1-3年,本科,机械/设备/重工,12.0,2.0,2.0
成都,AI工程师,康诺亚生物医药科技有限公司,2-3万·14薪,成都,3-5年,本科,制药/生物工程,29.166666666666668,2.0,3.0
成都,AI工程师,民航成都物流技术有限公司,8千-1.2万·15薪,成都,1-3年,硕士,船舶/航空/航天,12.5,3.0,2.0
成都,AI应用开发工程师,四川三思德科技有限公司,1-2万,成都,1-3年,本科,电子技术/半导体/集成电路,15.0,2.0,2.0
成都,人工智能开发人员,四川九牛之机械设备有限公司,18-22万/年,成都,1-3年,本科,人工智能丨计算机软件丨机械/设备/重工,16.666666666666668,2.0,2.0
成都,AI应用工程师,成都德商产投物业服务有限公司,1.2-1.5万,成都,1-3年,硕士,地产经纪/中介,13.5,3.0,2.0
成都,人工智能研发工程师,迈迪陇科技（成都）有限公司,1-2万,成都,1-3年,本科,人工智能丨云计算/大数据丨通信/网络设备,15.0,2.0,2.0
成都,AI工程师(J10078),康诺亚生物医药科技有限公司,2-2.5万·13薪,成都,3-5年,本科,制药/生物工程,24.375,2.0,3.0
成都,ai工程师,成都臻琰科技有限公司,6-8千,成都,无经验,本科,计算机软件,7.0,2.0,1.0
成都,人工智能工程师,民航成都物流技术有限公司,8千-1.2万·15薪,成都,1-3年,硕士,船舶/航空/航天,12.5,3.0,2.0
成都,AI Engineer,友邦资讯科技（广州）有限公司,1.8-2.8万·13薪,成都,1-3年,本科,计算机软件丨计算机服务,24.916666666666668,2.0,2.0
成都,AI工程师,四川鑫投交通科技集团有限公司,1.2-1.5万,成都,3-5年,本科,建筑/建材/工程,13.5,2.0,3.0
成都,AI智能体开发工程师,延长壳牌（四川）石油有限公司,21-33万/年,成都,1-3年,本科,石油/石化,22.5,2.0,2.0
成都,AI智能体开发工程师（中级）,成都数创物联科技有限公司,1.5-2.5万,成都,3-5年,本科,计算机服务,20.0,2.0,3.0
成都,人工智能应用开发工程师,成都华丰工程勘察设计有限公司,1-2万,成都,1-3年,本科,建筑/建材/工程,15.0,2.0,2.0
成都,AI应用开发工程师,四川华西数产科技集团有限公司,15-20万/年,成都,3-5年,本科,电子商务丨计算机软件,14.583333333333334,2.0,3.0
成都,报表工程师(J10488),成都奕成集成电路有限公司,1-1.6万·14薪,成都,1-3年,本科,电子/半导体/集成电路,15.166666666666666,2.0,2.0
成都,大数据开发工程师,兴业数字金融服务（上海）股份有限公司,2-3万,成都,1-3年,硕士,计算机服务丨计算机软件丨企业服务,25.0,3.0,2.0
成都,大数据开发工程师,兴业数字金融服务（上海）股份有限公司,2-3万,成都,1-3年,硕士,计算机服务丨计算机软件丨企业服务,25.0,3.0,2.0
成都,大数据开发工程师,成都民航空管科技发展有限公司,20-30万/年,成都,1-3年,本科,计算机软件,20.833333333333332,2.0,2.0
成都,大数据开发（数据中台交付）,中铝数为（成都）科技有限责任公司,1.5-2.5万,成都,3-5年,本科,人工智能,20.0,2.0,3.0
成都,大数据开发工程师（薪资面议）,成都弓网科技有限责任公司,1-1.5万,成都,3-5年,本科,交通/运输/物流,12.5,2.0,3.0
成都,数字化运营部主管,成都派铂宇航科技发展有限公司,1.5-2.5万,成都,3-5年,本科,船舶/航空/航天,20.0,2.0,3.0
成都,数据开发,高伟达软件股份有限公司,1-1.5万,成都,1-3年,本科,计算机软件,12.5,2.0,2.0
成都,数据库开发工程师,四川九牛之机械设备有限公司,30-35万/年,成都,5-10年,本科,人工智能丨计算机软件丨机械/设备/重工,27.083333333333332,2.0,4.0
成都,高级ETL开发工程师,友邦资讯科技（广州）有限公司,1.5-2.5万,成都,3-5年,本科,计算机软件丨计算机服务,20.0,2.0,3.0
成都,数据开发资深工程师（通威太阳能成都）,通威集团有限公司,1.2-1.9万,成都,3-5年,本科,汽车研发/制造丨新能源丨化工,15.499999999999998,2.0,3.0
成都,大数据工程师,宁波东方理工产业技术研究有限公司,24-30万/年,成都,3-5年,硕士,环保,22.5,3.0,3.0
成都,大数据工程师(J10487),成都奕成集成电路有限公司,1-1.6万·14薪,成都,1-3年,本科,电子/半导体/集成电路,15.166666666666666,2.0,2.0
成都,大数据分析师,四川华西数产科技集团有限公司,15-20万/年,成都,3-5年,本科,电子商务丨计算机软件,14.583333333333334,2.0,3.0
成都,数据工程师（英语流利）,宁波思艾特软件有限公司,1-1.8万,成都,3-5年,本科,计算机软件丨云计算/大数据丨人工智能,14.0,2.0,3.0
成都,数据挖掘工程师,成都博新优创科技有限公司,8千-1.2万,成都,1-3年,本科,计算机服务(系统、数据服务、维修),10.0,2.0,2.0
成都,运维工程师（音乐标签）（微服务+大数据方向）,新讯数字科技（杭州）有限公司,8千-1.2万,成都,1-3年,大专,云计算/大数据丨通信/网络设备丨运营商/增值服务,10.0,1.0,2.0
成都,数据治理（数据中台交付）,中铝数为（成都）科技有限责任公司,1.5-2.5万,成都,3-5年,本科,人工智能,20.0,2.0,3.0
成都,"数据科学经理 (Manager, Data Science)",华侨银行有限公司,1.2-2万,成都,5-10年,本科,银行,16.0,2.0,4.0
成都,信息化应用工程师（AI与数据方向）,中建环能科技股份有限公司,8千-1.5万,成都,1-3年,本科,环保,11.5,2.0,2.0
成都,数据科学副主管,华侨银行有限公司,1.5-2.8万,成都,5-10年,本科,银行,21.5,2.0,4.0
成都,python开发工程师,欧立腾（北京）技术咨询有限公司上海分公司,1.2-1.3万·13薪,成都,1-3年,本科,船舶/航空/航天,13.541666666666666,2.0,2.0
成都,ai开发工程师,四川创企科技有限责任公司,7千-1.2万,成都,1-3年,本科,计算机软件,9.5,2.0,2.0
成都,产品经理（数据中台）,中铝数为（成都）科技有限责任公司,1.7-3.5万,成都,3-5年,本科,人工智能,26.0,2.0,3.0
成都,软件开发工程师（数字业务）,民航成都物流技术有限公司,8千-1.6万,成都,5-10年,大专,船舶/航空/航天,12.0,1.0,4.0
